frame,time_s,side,shoulder_elev,elbow_flex
3045,101.5,right,-64.6,125.38
3046,101.5333,right,-64.54,130.02
3047,101.5667,right,-65.97,131.66
3048,101.6,right,-67.85,129.27
3049,101.6333,right,-68.72,127.39
3050,101.6667,right,-69.36,124.72
3051,101.7,right,-69.4,124.96
3052,101.7333,right,-69.43,124.77
3053,101.7667,right,-69.36,125.6
3054,101.8,right,-67.81,128.47
3055,101.8333,right,-65.7,127.16
3056,101.8667,right,-71.9,116.39
3057,101.9,right,-70.84,111.85
3058,101.9333,right,-72.39,102.39
3059,101.9667,right,-71.05,97.06
3060,102.0,right,-70.24,92.56
3061,102.0333,right,-70.15,93.41
3062,102.0667,right,-69.9,92.15
3063,102.1,right,-68.5,95.07
3064,102.1333,right,-69.47,97.71
3065,102.1667,right,-70.41,96.75
3066,102.2,right,-69.33,100.51
3067,102.2333,right,-70.12,100.54
3068,102.2667,right,-72.2,104.82
3069,102.3,right,-71.56,107.46
3070,102.3333,right,-71.92,108.23
3071,102.3667,right,-65.21,111.44
3072,102.4,right,-64.68,113.94
3073,102.4333,right,-64.16,112.59
3074,102.4667,right,-64.87,112.18
3075,102.5,right,-65.39,111.01
3076,102.5333,right,-65.64,112.37
3077,102.5667,right,-65.96,113.25
3078,102.6,right,-67.39,113.15
3079,102.6333,right,-67.18,112.97
3080,102.6667,right,-67.21,113.23
3081,102.7,right,-66.21,114.53
3082,102.7333,right,-67.13,114.71
3083,102.7667,right,-67.87,114.83
3084,102.8,right,-68.62,113.55
3085,102.8333,right,-67.75,114.48
3086,102.8667,right,-66.8,114.25
3087,102.9,right,-66.69,113.56
3088,102.9333,right,-66.65,113.73
3089,102.9667,right,-67.18,113.28
3090,103.0,right,-66.25,112.89
3091,103.0333,right,-65.37,112.28
3092,103.0667,right,-64.78,112.79
3093,103.1,right,-65.19,111.71
3094,103.1333,right,-65.82,112.74
3095,103.1667,right,-66.85,113.35
3096,103.2,right,-66.11,113.95
3097,103.2333,right,-66.27,112.82
3098,103.2667,right,-66.05,113.17
3099,103.3,right,-65.51,113.87
3100,103.3333,right,-66.63,116.06
3101,103.3667,right,-70.33,114.52
3102,103.4,right,-69.31,116.53
3103,103.4333,right,-68.8,116.76
3104,103.4667,right,-68.27,118.36
3105,103.5,right,-67.8,119.68
3106,103.5333,right,-65.84,122.17
3107,103.5667,right,-61.23,126.14
3108,103.6,right,-60.55,126.45
3109,103.6333,right,-59.38,126.41
3110,103.6667,right,-58.12,126.78
3111,103.7,right,-57.51,126.3
3112,103.7333,right,-57.81,125.22
3113,103.7667,right,-55.29,127.88
3114,103.8,right,-54.8,128.36
3115,103.8333,right,-53.64,129.85
3116,103.8667,right,-52.9,130.32
3117,103.9,right,-52.31,132.25
3118,103.9333,right,-52.74,132.57
3119,103.9667,right,-52.87,133.2
3120,104.0,right,-53.22,132.15
3121,104.0333,right,-53.88,131.31
3122,104.0667,right,-53.57,131.63
3123,104.1,right,-53.86,131.5
3124,104.1333,right,-53.43,131.72
3125,104.1667,right,-53.35,131.95
3126,104.2,right,-54.98,130.55
3127,104.2333,right,-56.66,131.09
3128,104.2667,right,-58.81,129.6
3129,104.3,right,-59.66,129.13
3130,104.3333,right,-60.89,127.54
3131,104.3667,right,-62.39,129.77
3132,104.4,right,-63.34,130.8
3133,104.4333,right,-64.52,129.79
3134,104.4667,right,-65.67,130.97
3135,104.5,right,-64.52,132.27
3136,104.5333,right,-63.74,135.83
3137,104.5667,right,-63.26,137.49
3138,104.6,right,-61.56,141.8
3139,104.6333,right,-59.7,143.37
3140,104.6667,right,-58.68,143.12
3141,104.7,right,-59.9,141.51
3142,104.7333,right,-59.22,140.95
3143,104.7667,right,-58.0,141.79
3144,104.8,right,-59.93,136.6
3145,104.8333,right,-60.07,137.05
3146,104.8667,right,-60.56,134.69
3147,104.9,right,-61.43,133.19
3148,104.9333,right,-62.47,135.79
3149,104.9667,right,-62.23,139.18
3150,105.0,right,-63.1,139.63
3151,105.0333,right,-64.49,140.78
3152,105.0667,right,-66.93,142.08
3153,105.1,right,-69.37,142.22
3154,105.1333,right,-71.13,141.33
3155,105.1667,right,-72.98,137.39
3156,105.2,right,-72.62,136.0
3157,105.2333,right,-71.99,136.19
3158,105.2667,right,-71.2,135.64
3159,105.3,right,-70.77,136.53
3160,105.3333,right,-69.72,137.79
3161,105.3667,right,-67.13,136.0
3162,105.4,right,-65.32,134.93
3163,105.4333,right,-64.71,131.9
3164,105.4667,right,-65.83,128.21
3165,105.5,right,-65.71,125.81
3166,105.5333,right,-63.94,125.62
3167,105.5667,right,-64.48,122.16
3168,105.6,right,-65.35,120.6
3169,105.6333,right,-65.36,121.97
3170,105.6667,right,-65.75,119.8
3171,105.7,right,-65.41,119.44
3172,105.7333,right,-64.85,119.86
3173,105.7667,right,-64.21,117.12
3174,105.8,right,-64.31,117.9
3175,105.8333,right,-63.59,117.67
3176,105.8667,right,-61.36,120.45
3177,105.9,right,-60.15,124.92
3178,105.9333,right,-58.1,128.31
3179,105.9667,right,-55.52,130.68
3180,106.0,right,-52.7,133.58
3181,106.0333,right,-53.16,132.75
3182,106.0667,right,-51.43,134.42
3183,106.1,right,-49.63,135.96
3184,106.1333,right,-48.19,138.79
3185,106.1667,right,-48.29,138.65
3186,106.2,right,-45.97,141.11
3187,106.2333,right,-47.69,139.04
3188,106.2667,right,-46.96,140.07
3189,106.3,right,-47.39,138.92
3190,106.3333,right,-47.92,138.42
3191,106.3667,right,-47.59,139.3
3192,106.4,right,-47.82,140.68
3193,106.4333,right,-48.1,142.12
3194,106.4667,right,-48.31,141.81
3195,106.5,right,-48.61,142.3
3196,106.5333,right,-46.76,144.91
3197,106.5667,right,-49.26,141.35
3198,106.6,right,-48.54,143.58
3199,106.6333,right,-49.16,144.03
3200,106.6667,right,-50.26,143.61
3201,106.7,right,-50.59,143.04
3202,106.7333,right,-50.31,142.43
3203,106.7667,right,-50.48,142.04
3204,106.8,right,-50.59,142.59
3205,106.8333,right,-49.84,142.42
3206,106.8667,right,-51.33,140.19
3207,106.9,right,-50.97,140.25
3208,106.9333,right,-50.22,140.3
3209,106.9667,right,-49.96,140.68
3210,107.0,right,-50.17,140.54
3211,107.0333,right,-50.47,139.93
3212,107.0667,right,-50.54,140.16
3213,107.1,right,-50.55,139.86
3214,107.1333,right,-50.6,139.68
3215,107.1667,right,-51.23,139.48
3216,107.2,right,-50.51,139.68
3217,107.2333,right,-51.36,139.55
3218,107.2667,right,-51.17,139.14
3219,107.3,right,-50.09,139.74
3220,107.3333,right,-50.54,139.16
3221,107.3667,right,-50.7,138.92
3222,107.4,right,-50.36,139.33
3223,107.4333,right,-50.95,138.48
3224,107.4667,right,-51.81,138.39
3225,107.5,right,-50.31,139.0
3226,107.5333,right,-50.08,139.71
3227,107.5667,right,-50.11,140.84
3228,107.6,right,-51.14,139.99
3229,107.6333,right,-51.12,140.49
3230,107.6667,right,-49.78,141.6
3231,107.7,right,-49.67,141.6
3232,107.7333,right,-50.07,141.46
3233,107.7667,right,-50.57,141.48
3234,107.8,right,-50.56,141.03
3235,107.8333,right,-49.15,141.3
3236,107.8667,right,-49.23,141.73
3237,107.9,right,-47.85,142.93
3238,107.9333,right,-47.76,142.64
3239,107.9667,right,-49.31,140.96
3240,108.0,right,-49.08,139.82
3241,108.0333,right,-50.24,138.8
3242,108.0667,right,-51.55,135.96
3243,108.1,right,-51.71,135.16
3244,108.1333,right,-51.41,134.18
3245,108.1667,right,-51.98,134.34
3246,108.2,right,-52.47,134.12
3247,108.2333,right,-53.32,134.12
3248,108.2667,right,-52.88,134.9
3249,108.3,right,-52.4,134.63
3250,108.3333,right,-52.11,134.72
3251,108.3667,right,-51.86,135.13
3252,108.4,right,-47.86,136.48
3253,108.4333,right,-48.14,136.14
3254,108.4667,right,-50.4,137.22
3255,108.5,right,-49.64,137.32
3256,108.5333,right,-50.25,137.47
3257,108.5667,right,-50.65,137.09
3258,108.6,right,-53.69,130.63
3259,108.6333,right,-58.98,127.78
3260,108.6667,right,-62.67,123.5
3261,108.7,right,-64.72,120.67
3262,108.7333,right,-64.01,120.81
3263,108.7667,right,-65.54,117.33
3264,108.8,right,-65.9,117.95
3265,108.8333,right,-65.04,120.64
3266,108.8667,right,-65.85,121.37
3267,108.9,right,-66.33,122.21
3268,108.9333,right,-66.71,121.23
3269,108.9667,right,-67.54,121.42
3270,109.0,right,-67.06,121.7
3271,109.0333,right,-66.89,124.78
3272,109.0667,right,-66.25,125.14
3273,109.1,right,-64.59,125.12
3274,109.1333,right,-63.81,127.85
3275,109.1667,right,-63.35,126.94
3276,109.2,right,-62.79,127.3
3277,109.2333,right,-62.97,126.11
3278,109.2667,right,-62.24,124.34
3279,109.3,right,-62.06,119.36
3280,109.3333,right,-62.41,116.61
3281,109.3667,right,-63.83,117.18
3282,109.4,right,-63.45,115.86
3283,109.4333,right,-63.42,116.02
3284,109.4667,right,-63.52,115.5
3285,109.5,right,-67.52,113.6
3286,109.5333,right,-66.65,112.94
3287,109.5667,right,-66.48,112.53
3288,109.6,right,-65.86,111.74
3289,109.6333,right,-65.02,112.42
3290,109.6667,right,-66.01,115.45
3291,109.7,right,-66.44,116.55
3292,109.7333,right,-66.25,116.6
3293,109.7667,right,-66.01,117.31
3294,109.8,right,-66.39,117.08
3295,109.8333,right,-67.89,117.67
3296,109.8667,right,-68.2,117.02
3297,109.9,right,-68.32,115.15
3298,109.9333,right,-69.26,117.47
3299,109.9667,right,-70.63,118.87
3300,110.0,right,-73.77,118.0
3301,110.0333,right,-73.48,119.74
3302,110.0667,right,-73.21,120.7
3303,110.1,right,-73.77,119.65
3304,110.1333,right,-74.35,117.57
3305,110.1667,right,-70.86,116.59
3306,110.2,right,-70.88,115.4
3307,110.2333,right,-71.95,114.71
3308,110.2667,right,-73.27,114.13
3309,110.3,right,-74.51,113.74
3310,110.3333,right,-72.81,113.53
3311,110.3667,right,-72.68,113.76
3312,110.4,right,-72.92,112.8
3313,110.4333,right,-73.6,112.44
3314,110.4667,right,-74.18,111.96
3315,110.5,right,-73.62,112.24
3316,110.5333,right,-75.99,112.08
3317,110.5667,right,-75.49,111.05
3318,110.6,right,-74.19,109.3
3319,110.6333,right,-76.77,105.52
3320,110.6667,right,-76.48,102.83
3321,110.7,right,-78.07,98.79
3322,110.7333,right,-74.86,92.27
3323,110.7667,right,-74.79,92.61
3324,110.8,right,-76.48,89.79
3325,110.8333,right,-76.55,89.27
3326,110.8667,right,-76.28,90.56
3327,110.9,right,-75.82,94.02
3328,110.9333,right,-75.06,97.72
3329,110.9667,right,-71.79,101.07
3330,111.0,right,-65.91,101.06
3331,111.0333,right,-64.88,102.17
3332,111.0667,right,-64.65,104.31
3333,111.1,right,-64.79,107.15
3334,111.1333,right,-62.25,108.49
3335,111.1667,right,-61.27,110.81
3336,111.2,right,-61.89,112.49
3337,111.2333,right,-59.66,115.83
3338,111.2667,right,-60.62,116.24
3339,111.3,right,-62.89,114.77
3340,111.3333,right,-61.86,113.38
3341,111.3667,right,-60.55,113.94
3342,111.4,right,-59.66,112.47
3343,111.4333,right,-59.83,112.11
3344,111.4667,right,-63.21,111.46
3345,111.5,right,-65.02,110.86
3346,111.5333,right,-65.6,110.16
3347,111.5667,right,-66.82,108.69
3348,111.6,right,-65.23,107.08
3349,111.6333,right,-66.49,103.87
3350,111.6667,right,-64.39,100.78
3351,111.7,right,-65.41,100.02
3352,111.7333,right,-63.13,99.09
3353,111.7667,right,-62.21,99.23
3354,111.8,right,-61.59,97.29
3355,111.8333,right,-60.49,96.81
3356,111.8667,right,-59.66,96.88
3357,111.9,right,-59.89,97.47
3358,111.9333,right,-60.71,98.44
3359,111.9667,right,-61.07,98.77
3360,112.0,right,-60.88,98.82
3361,112.0333,right,-60.6,96.95
3362,112.0667,right,-60.75,97.15
3363,112.1,right,-60.79,96.76
3364,112.1333,right,-61.06,96.28
3365,112.1667,right,-61.67,96.83
3366,112.2,right,-61.93,97.05
3367,112.2333,right,-63.89,98.06
3368,112.2667,right,-63.72,98.1
3369,112.3,right,-62.94,98.64
3370,112.3333,right,-63.21,100.65
3371,112.3667,right,-63.45,102.6
3372,112.4,right,-63.14,105.1
3373,112.4333,right,-61.5,107.66
3374,112.4667,right,-62.98,115.66
3375,112.5,right,-61.68,117.38
3376,112.5333,right,-61.69,120.51
3377,112.5667,right,-61.68,120.58
3378,112.6,right,-59.39,121.49
3379,112.6333,right,-53.09,120.07
3380,112.6667,right,-54.42,115.2
3381,112.7,right,-55.7,112.06
3382,112.7333,right,-51.63,110.33
3383,112.7667,right,-42.14,111.9
3384,112.8,right,-46.68,102.95
3385,112.8333,right,-47.46,98.51
3386,112.8667,right,-41.65,95.34
3387,112.9,right,-36.55,97.39
3388,112.9333,right,-36.48,99.93
3389,112.9667,right,-36.1,95.62
3390,113.0,right,-32.54,100.31
3391,113.0333,right,-37.12,83.25
3392,113.0667,right,-43.42,80.92
3393,113.1,right,-45.74,83.1
3394,113.1333,right,-47.78,85.18
3395,113.1667,right,-59.31,77.54
3396,113.2,right,-64.68,86.76
3397,113.2333,right,-66.89,94.89
3398,113.2667,right,-65.62,108.08
3399,113.3,right,-66.31,121.1
3400,113.3333,right,-64.25,124.32
3401,113.3667,right,-62.53,128.12
3402,113.4,right,-59.69,129.79
3403,113.4333,right,-58.5,130.36
3404,113.4667,right,-58.56,129.18
3405,113.5,right,-59.35,127.46
3406,113.5333,right,-55.01,126.16
3407,113.5667,right,-49.09,122.83
3408,113.6,right,-52.9,113.03
3409,113.6333,right,-48.05,108.45
3410,113.6667,right,-54.97,92.87
3411,113.7,right,-51.82,94.7
3412,113.7333,right,-50.15,89.9
3413,113.7667,right,-61.96,74.57
3414,113.8,right,-62.41,76.41
3415,113.8333,right,-67.39,77.13
3416,113.8667,right,-73.25,80.2
3417,113.9,right,-76.19,89.75
3418,113.9333,right,-75.86,97.99
3419,113.9667,right,-77.98,105.22
3420,114.0,right,-75.54,110.21
3421,114.0333,right,-70.14,115.18
3422,114.0667,right,-66.03,116.87
3423,114.1,right,-66.63,116.66
3424,114.1333,right,-64.91,114.13
3425,114.1667,right,-61.93,110.66
3426,114.2,right,-59.9,109.69
3427,114.2333,right,-57.46,109.63
3428,114.2667,right,-56.28,108.19
3429,114.3,right,-57.08,102.94
3430,114.3333,right,-54.53,97.71
3431,114.3667,right,-55.87,96.88
3432,114.4,right,-55.71,90.86
3433,114.4333,right,-58.1,87.12
3434,114.4667,right,-52.75,89.0
3435,114.5,right,-53.61,88.91
3436,114.5333,right,-52.73,91.42
3437,114.5667,right,-55.43,90.21
3438,114.6,right,-60.74,92.82
3439,114.6333,right,-63.3,101.57
3440,114.6667,right,-64.23,112.7
3441,114.7,right,-64.39,116.29
3442,114.7333,right,-64.69,116.87
3443,114.7667,right,-64.79,117.66
3444,114.8,right,-64.29,118.68
3445,114.8333,right,-64.72,118.72
3446,114.8667,right,-64.84,119.84
3447,114.9,right,-64.22,120.11
3448,114.9333,right,-60.49,116.79
3449,114.9667,right,-58.41,115.18
3450,115.0,right,-53.74,111.75
3451,115.0333,right,-51.02,104.21
3452,115.0667,right,-50.95,99.67
3453,115.1,right,-50.33,98.98
3454,115.1333,right,-50.17,97.94
3455,115.1667,right,-48.13,99.49
3456,115.2,right,-49.47,106.29
3457,115.2333,right,-50.61,108.65
3458,115.2667,right,-55.53,105.22
3459,115.3,right,-58.03,106.36
3460,115.3333,right,-59.22,110.89
3461,115.3667,right,-59.12,116.06
3462,115.4,right,-57.7,116.94
3463,115.4333,right,-59.26,113.73
3464,115.4667,right,-59.66,112.3
3465,115.5,right,-58.43,106.69
3466,115.5333,right,-57.51,103.88
3467,115.5667,right,-56.7,102.46
3468,115.6,right,-51.6,98.65
3469,115.6333,right,-50.72,96.46
3470,115.6667,right,-51.5,96.47
3471,115.7,right,-52.01,98.83
3472,115.7333,right,-58.57,96.58
3473,115.7667,right,-66.9,100.7
3474,115.8,right,-64.32,108.51
3475,115.8333,right,-60.89,110.03
3476,115.8667,right,-59.95,115.9
3477,115.9,right,-60.73,120.49
3478,115.9333,right,-65.68,128.0
3479,115.9667,right,-66.49,130.77
3480,116.0,right,-71.77,137.53
3481,116.0333,right,-72.98,148.11
3482,116.0667,right,-73.89,155.65
3483,116.1,right,-74.61,156.99
3484,116.1333,right,-74.96,154.77
3485,116.1667,right,-73.6,153.51
3486,116.2,right,-71.82,148.2
3487,116.2333,right,-70.74,147.83
3488,116.2667,right,-71.58,146.46
3489,116.3,right,-70.51,144.25
3490,116.3333,right,-70.99,144.06
3491,116.3667,right,-70.66,144.21
3492,116.4,right,-70.22,143.06
3493,116.4333,right,-70.8,142.96
3494,116.4667,right,-71.13,140.0
3495,116.5,right,-73.32,139.38
3496,116.5333,right,-73.47,137.45
3497,116.5667,right,-74.06,141.69
3498,116.6,right,-73.45,141.42
3499,116.6333,right,-73.42,139.9
3500,116.6667,right,-74.24,139.78
3501,116.7,right,-70.6,139.12
3502,116.7333,right,-71.22,137.41
3503,116.7667,right,-67.24,138.18
3504,116.8,right,-68.19,136.38
3505,116.8333,right,-68.32,136.07
3506,116.8667,right,-69.11,135.92
3507,116.9,right,-69.56,137.41
3508,116.9333,right,-69.34,139.21
3509,116.9667,right,-69.09,141.94
3510,117.0,right,-69.05,141.62
3511,117.0333,right,-72.62,143.39
3512,117.0667,right,-71.82,143.34
3513,117.1,right,-72.48,142.93
3514,117.1333,right,-70.93,141.76
3515,117.1667,right,-64.89,135.86
3516,117.2,right,-63.79,129.38
3517,117.2333,right,-62.84,124.47
3518,117.2667,right,-62.84,116.21
3519,117.3,right,-58.78,112.32
3520,117.3333,right,-58.59,107.21
3521,117.3667,right,-68.09,91.68
3522,117.4,right,-69.42,89.54
3523,117.4333,right,-68.69,85.35
3524,117.4667,right,-67.19,83.16
3525,117.5,right,-63.12,85.87
3526,117.5333,right,-57.72,90.61
3527,117.5667,right,-57.94,94.32
3528,117.6,right,-56.09,96.83
3529,117.6333,right,-56.16,97.42
3530,117.6667,right,-53.68,105.64
3531,117.7,right,-52.5,112.37
3532,117.7333,right,-53.25,115.85
3533,117.7667,right,-53.5,119.74
3534,117.8,right,-62.51,129.12
3535,117.8333,right,-62.53,133.06
3536,117.8667,right,-64.71,141.14
3537,117.9,right,-66.96,143.9
3538,117.9333,right,-64.3,143.82
3539,117.9667,right,-62.44,143.69
3540,118.0,right,-63.35,145.22
3541,118.0333,right,-64.77,144.79
3542,118.0667,right,-64.53,147.16
3543,118.1,right,-64.08,146.09
3544,118.1333,right,-64.02,147.15
3545,118.1667,right,-63.44,146.31
3546,118.2,right,-63.19,145.83
3547,118.2333,right,-62.45,144.72
3548,118.2667,right,-62.11,140.45
3549,118.3,right,-60.82,131.34
3550,118.3333,right,-57.01,121.41
3551,118.3667,right,-52.7,110.61
3552,118.4,right,-51.44,105.34
3553,118.4333,right,-51.16,102.95
3554,118.4667,right,-50.87,95.24
3555,118.5,right,-51.23,95.35
3556,118.5333,right,-53.09,91.9
3557,118.5667,right,-57.36,94.45
3558,118.6,right,-57.89,95.96
3559,118.6333,right,-60.23,97.0
3560,118.6667,right,-61.14,99.62
3561,118.7,right,-60.54,106.14
3562,118.7333,right,-62.21,114.21
3563,118.7667,right,-63.13,120.34
3564,118.8,right,-68.33,129.24
3565,118.8333,right,-71.67,131.59
3566,118.8667,right,-72.66,132.65
3567,118.9,right,-75.61,136.83
3568,118.9333,right,-75.06,139.78
3569,118.9667,right,-74.36,143.32
3570,119.0,right,-74.64,147.08
3571,119.0333,right,-74.54,150.56
3572,119.0667,right,-72.15,152.6
3573,119.1,right,-71.26,152.48
3574,119.1333,right,-69.69,151.43
3575,119.1667,right,-68.97,150.75
3576,119.2,right,-67.61,149.14
3577,119.2333,right,-67.48,148.81
3578,119.2667,right,-66.66,147.22
3579,119.3,right,-66.62,148.29
3580,119.3333,right,-67.1,147.94
3581,119.3667,right,-67.14,145.95
3582,119.4,right,-67.48,143.32
3583,119.4333,right,-67.7,140.46
3584,119.4667,right,-67.14,140.12
3585,119.5,right,-67.32,138.87
3586,119.5333,right,-67.41,136.22
3587,119.5667,right,-67.63,135.27
3588,119.6,right,-67.65,137.38
3589,119.6333,right,-67.27,137.99
3590,119.6667,right,-66.26,138.04
3591,119.7,right,-64.7,138.64
3592,119.7333,right,-63.82,140.33
3593,119.7667,right,-61.89,141.68
3594,119.8,right,-63.01,141.14
3595,119.8333,right,-62.33,141.78
3596,119.8667,right,-62.69,143.9
3597,119.9,right,-62.44,144.58
3598,119.9333,right,-60.92,144.08
3599,119.9667,right,-61.2,142.6
3600,120.0,right,-61.17,141.38
3601,120.0333,right,-59.99,140.56
3602,120.0667,right,-58.69,138.96
3603,120.1,right,-58.91,138.93
3604,120.1333,right,-58.54,137.86
3605,120.1667,right,-57.39,135.68
3606,120.2,right,-57.89,135.33
3607,120.2333,right,-57.68,134.09
3608,120.2667,right,-56.27,131.62
3609,120.3,right,-55.93,130.36
3610,120.3333,right,-57.54,130.87
3611,120.3667,right,-58.6,130.66
3612,120.4,right,-60.28,132.58
3613,120.4333,right,-59.73,132.71
3614,120.4667,right,-60.56,132.83
3615,120.5,right,-61.74,133.7
3616,120.5333,right,-61.92,135.6
3617,120.5667,right,-63.17,136.38
3618,120.6,right,-63.74,136.02
3619,120.6333,right,-65.07,136.82
3620,120.6667,right,-65.92,136.71
3621,120.7,right,-69.09,139.71
3622,120.7333,right,-70.39,141.38
3623,120.7667,right,-73.31,144.22
3624,120.8,right,-75.77,145.51
3625,120.8333,right,-76.07,146.28
3626,120.8667,right,-76.94,146.18
3627,120.9,right,-77.93,147.74
3628,120.9333,right,-78.4,147.84
3629,120.9667,right,-77.45,149.17
3630,121.0,right,-76.12,147.86
3631,121.0333,right,-76.25,146.4
3632,121.0667,right,-76.35,145.43
3633,121.1,right,-75.75,144.1
3634,121.1333,right,-75.8,142.94
3635,121.1667,right,-73.78,138.57
3636,121.2,right,-69.28,129.59
3637,121.2333,right,-65.89,124.57
3638,121.2667,right,-62.95,118.0
3639,121.3,right,-60.92,114.98
3640,121.3333,right,-59.03,110.85
3641,121.3667,right,-57.62,107.33
3642,121.4,right,-53.83,99.61
3643,121.4333,right,-52.14,94.13
3644,121.4667,right,-50.06,91.73
3645,121.5,right,-48.96,93.97
3646,121.5333,right,-44.88,91.89
3647,121.5667,right,-41.81,89.11
3648,121.6,right,-41.29,87.44
3649,121.6333,right,-39.86,88.41
3650,121.6667,right,-38.81,86.86
3651,121.7,right,-38.63,86.22
3652,121.7333,right,-37.73,84.83
3653,121.7667,right,-38.51,89.3
3654,121.8,right,-39.72,87.17
3655,121.8333,right,-39.39,87.72
3656,121.8667,right,-39.45,88.5
3657,121.9,right,-44.38,87.73
3658,121.9333,right,-43.96,90.18
3659,121.9667,right,-43.84,91.36
3660,122.0,right,-44.42,92.63
3661,122.0333,right,-44.88,92.28
3662,122.0667,right,-45.03,90.08
3663,122.1,right,-45.37,90.88
3664,122.1333,right,-48.62,89.43
3665,122.1667,right,-51.28,88.98
3666,122.2,right,-49.95,86.69
3667,122.2333,right,-51.26,92.52
3668,122.2667,right,-53.43,95.85
3669,122.3,right,-57.63,95.3
3670,122.3333,right,-58.74,94.33
3671,122.3667,right,-60.43,96.53
3672,122.4,right,-61.93,98.97
3673,122.4333,right,-64.82,103.37
3674,122.4667,right,-67.7,107.18
3675,122.5,right,-68.51,106.53
3676,122.5333,right,-68.02,106.75
3677,122.5667,right,-66.62,106.32
3678,122.6,right,-65.09,106.15
3679,122.6333,right,-64.59,106.77
3680,122.6667,right,-65.48,105.6
3681,122.7,right,-64.85,105.11
3682,122.7333,right,-65.03,105.54
3683,122.7667,right,-64.46,105.83
3684,122.8,right,-62.78,103.69
3685,122.8333,right,-62.54,101.79
3686,122.8667,right,-61.32,96.76
3687,122.9,right,-60.9,94.96
3688,122.9333,right,-58.7,93.71
3689,122.9667,right,-58.27,94.03
3690,123.0,right,-58.15,94.07
3691,123.0333,right,-57.94,94.26
3692,123.0667,right,-57.94,95.45
3693,123.1,right,-60.09,96.95
3694,123.1333,right,-61.44,102.66
3695,123.1667,right,-61.55,106.96
3696,123.2,right,-62.54,109.17
3697,123.2333,right,-63.44,108.35
3698,123.2667,right,-64.02,108.51
3699,123.3,right,-65.17,109.73
3700,123.3333,right,-65.65,111.74
3701,123.3667,right,-65.05,111.8
3702,123.4,right,-64.98,112.42
3703,123.4333,right,-64.88,112.89
3704,123.4667,right,-64.15,112.69
3705,123.5,right,-63.17,111.12
3706,123.5333,right,-63.45,112.12
3707,123.5667,right,-64.04,112.5
3708,123.6,right,-64.54,112.58
3709,123.6333,right,-63.51,110.87
3710,123.6667,right,-63.3,110.22
3711,123.7,right,-62.43,109.57
3712,123.7333,right,-61.28,109.92
3713,123.7667,right,-60.1,108.02
3714,123.8,right,-59.28,103.33
3715,123.8333,right,-57.64,97.12
3716,123.8667,right,-57.09,93.39
3717,123.9,right,-56.1,90.19
3718,123.9333,right,-55.09,89.14
3719,123.9667,right,-53.62,86.09
3720,124.0,right,-49.76,87.38
3721,124.0333,right,-47.46,86.41
3722,124.0667,right,-46.49,88.21
3723,124.1,right,-44.92,89.48
3724,124.1333,right,-44.25,88.56
3725,124.1667,right,-45.23,88.24
3726,124.2,right,-45.51,87.88
3727,124.2333,right,-47.45,90.39
3728,124.2667,right,-49.09,94.57
3729,124.3,right,-50.69,96.78
3730,124.3333,right,-53.88,99.3
3731,124.3667,right,-57.08,102.07
3732,124.4,right,-60.34,106.53
3733,124.4333,right,-62.13,109.95
3734,124.4667,right,-62.19,111.08
3735,124.5,right,-62.6,111.04
3736,124.5333,right,-62.38,110.68
3737,124.5667,right,-62.39,110.98
3738,124.6,right,-62.41,111.04
3739,124.6333,right,-62.11,110.77
3740,124.6667,right,-63.25,111.53
3741,124.7,right,-62.89,110.22
3742,124.7333,right,-62.46,109.39
3743,124.7667,right,-61.94,108.41
3744,124.8,right,-62.49,109.83
3745,124.8333,right,-62.21,109.74
3746,124.8667,right,-61.64,109.83
3747,124.9,right,-61.64,109.44
3748,124.9333,right,-60.76,109.09
3749,124.9667,right,-60.61,109.07
3750,125.0,right,-60.6,108.86
3751,125.0333,right,-60.2,107.61
3752,125.0667,right,-60.23,108.38
3753,125.1,right,-60.25,108.47
3754,125.1333,right,-59.91,108.72
3755,125.1667,right,-60.71,108.62
3756,125.2,right,-60.47,108.6
3757,125.2333,right,-60.48,109.55
3758,125.2667,right,-60.67,110.68
3759,125.3,right,-60.62,111.37
3760,125.3333,right,-61.79,112.77
3761,125.3667,right,-61.54,113.73
3762,125.4,right,-61.51,114.95
3763,125.4333,right,-61.87,116.14
3764,125.4667,right,-61.58,116.36
3765,125.5,right,-60.86,116.37
3766,125.5333,right,-60.3,114.45
3767,125.5667,right,-59.98,114.29
3768,125.6,right,-58.97,113.1
3769,125.6333,right,-57.36,109.12
3770,125.6667,right,-56.92,107.13
3771,125.7,right,-55.65,105.52
3772,125.7333,right,-55.42,103.62
3773,125.7667,right,-53.17,102.45
3774,125.8,right,-52.8,101.81
3775,125.8333,right,-51.7,101.05
3776,125.8667,right,-53.09,102.55
3777,125.9,right,-52.19,101.8
3778,125.9333,right,-52.08,101.35
3779,125.9667,right,-51.25,101.0
3780,126.0,right,-50.77,98.18
3781,126.0333,right,-51.04,97.51
3782,126.0667,right,-50.28,95.01
3783,126.1,right,-49.03,94.71
3784,126.1333,right,-48.55,94.53
3785,126.1667,right,-46.6,92.96
3786,126.2,right,-45.62,90.82
3787,126.2333,right,-45.43,89.26
3788,126.2667,right,-44.49,88.53
3789,126.3,right,-43.7,88.75
3790,126.3333,right,-42.75,85.77
3791,126.3667,right,-40.84,85.64
3792,126.4,right,-39.15,86.18
